,text,book,line,meter,first_hemistich,second_hemistich
15327,iliad,24,449,SSDSDA,ὑψηλήν τὴν μυρμιδόνες ,ποίησαν ἄνακτι
15328,iliad,24,450,DSDDDA,δοῦρ ἐλάτης κέρσαντες ,ἀτὰρ καθύπερθεν ἔρεψαν
15329,iliad,24,451,SDSDSA,λαχνήεντ ὄροφον ,λειμωνόθεν ἀμήσαντες
15330,iliad,24,452,DDSSDA,ἀμφὶ δέ οἱ μεγάλην ,αὐλὴν ποίησαν ἄνακτι
15331,iliad,24,453,SDDDDA,σταυροῖσιν πυκινοῖσι ,θύρην δ ἔχε μοῦνος ἐπιβλὴς
15332,iliad,24,454,DSDSDA,εἰλάτινος τὸν τρεῖς ,μὲν ἐπιρρήσσεσκον ἀχαιοί
15333,iliad,24,455,DSDSDA,τρεῖς δ ἀναοίγεσκον ,μεγάλην κληῗδα θυράων
15334,iliad,24,456,SDDSDA,τῶν ἄλλων ἀχιλεὺς ,δ ἄρ ἐπιρρήσσεσκε καὶ οἶος
15335,iliad,24,457,DSDDDA,δή ῥα τόθ ἑρμείας ,ἐριούνιος ᾦξε γέροντι
15336,iliad,24,458,DDDDDA,ἐς δ ἄγαγε κλυτὰ δῶρα ,ποδώκεϊ πηλεΐωνι
15337,iliad,24,459,SDDDSA,ἐξ ἵππων δ ἀπέβαινεν ,ἐπὶ χθόνα φώνησέν τε
15338,iliad,24,460,DDDDSA,‘ὦ γέρον ἤτοι ἐγὼ ,θεὸς ἄμβροτος εἰλήλουθα
15339,iliad,24,461,SSDDDA,ἑρμείας σοὶ γάρ ,με πατὴρ ἅμα πομπὸν ὄπασσεν
15340,iliad,24,462,SDDDDA,ἀλλ ἤτοι μὲν ἐγὼ ,πάλιν εἴσομαι οὐδ ἀχιλῆος
15341,iliad,24,463,SSDSDA,ὀφθαλμοὺς εἴσειμι ,νεμεσσητὸν δέ κεν εἴη
15342,iliad,24,464,DDDDDA,ἀθάνατον θεὸν ὧδε ,βροτοὺς ἀγαπαζέμεν ἄντην
15343,iliad,24,465,SSDDDA,τύνη δ εἰσελθὼν ,λαβὲ γούνατα πηλεΐωνος
15344,iliad,24,466,DSSDDA,καί μιν ὑπὲρ πατρὸς ,καὶ μητέρος ἠϋκόμοιο
15345,iliad,24,467,DDDSDA,λίσσεο καὶ τέκεος ,ἵνα οἱ σὺν θυμὸν ὀρίνῃς
15346,iliad,24,468,DSDSDA,ὣς ἄρα φωνήσας ,ἀπέβη πρὸς μακρὸν ὄλυμπον
15347,iliad,24,469,SDSSDA,ἑρμείας πρίαμος ,δ ἐξ ἵππων ἆλτο χαμᾶζε
15348,iliad,24,470,SDDDDA,ἰδαῖον δὲ κατ αὖθι ,λίπεν ὃ δὲ μίμνεν ἐρύκων
15349,iliad,24,471,SDDSDA,ἵππους ἡμιόνους ,τε γέρων δ ἰθὺς κίεν οἴκου
15350,iliad,24,472,DSDDDA,τῇ ῥ ἀχιλεὺς ἵζεσκε ,διῒ φίλος ἐν δέ μιν αὐτὸν
15351,iliad,24,473,DDDDDA,εὗρ ἕταροι δ ἀπάνευθε ,καθήατο τὼ δὲ δύ οἴω
15352,iliad,24,474,SDDDDA,ἥρως αὐτομέδων ,τε καὶ ἄλκιμος ὄζος ἄρηος
15353,iliad,24,475,SDDDDA,ποίπνυον παρεόντε ,νέον δ ἀπέληγεν ἐδωδῆς
15354,iliad,24,476,SSDDDA,ἔσθων καὶ πίνων ,ἔτι καὶ παρέκειτο τράπεζα
15355,iliad,24,477,DSDDDA,τοὺς δ ἔλαθ εἰσελθὼν ,πρίαμος μέγας ἄγχι δ ἄρα στὰς
15356,iliad,24,478,DSDDDA,χερσὶν ἀχιλλῆος ,λάβε γούνατα καὶ κύσε χεῖρας
15357,iliad,24,479,SDSDDA,δεινὰς ἀνδροφόνους ,αἵ οἱ πολέας κτάνον υἷας
15358,iliad,24,480,DSDDDA,ὡς δ ὅτ ἂν ἄνδρ ἄτη ,πυκινὴ λάβῃ ὅς τ ἐνὶ πάτρῃ
15359,iliad,24,481,DSSSDA,φῶτα κατακτείνας ,ἄλλων ἐξίκετο δῆμον
15360,iliad,24,482,DSSDDA,ἀνδρὸς ἐς ἀφνειοῦ ,θάμβος δ ἔχει εἰσορόωντας
15361,iliad,24,483,DSDDDA,ὣς ἀχιλεὺς θάμβησεν ,ἰδὼν πρίαμον θεοειδέα
15362,iliad,24,484,SDDSDA,θάμβησαν δὲ καὶ ἄλλοι ,ἐς ἀλλήλους δὲ ἴδοντο
15363,iliad,24,485,SDDSDA,τὸν καὶ λισσόμενος ,πρίαμος πρὸς μῦθον ἔειπε
15364,iliad,24,486,SSDDDA,‘μνῆσαι πατρὸς σοῖο ,θεοῖς ἐπιείκελ ἀχιλλεῦ
15365,iliad,24,487,DDDDDA,τηλίκου ὥς περ ἐγών ,ὀλοῷ ἐπὶ γήραος οὐδῷ
15366,iliad,24,488,SSDDDA,καὶ μέν που κεῖνον ,περιναιέται ἀμφὶς ἐόντες
15367,iliad,24,489,SDDSDA,τείρουσ οὐδέ τίς ἐστιν ,ἀρὴν καὶ λοιγὸν ἀμῦναι
15368,iliad,24,490,SSDSDA,ἀλλ ἤτοι κεῖνός ,γε σέθεν ζώοντος ἀκούων
15369,iliad,24,491,SSDDDA,χαίρει τ ἐν θυμῷ ,ἐπί τ ἔλπεται ἤματα πάντα
15370,iliad,24,492,SDDSDA,ὄψεσθαι φίλον υἱὸν ,ἀπὸ τροίηθεν ἰόντα
15371,iliad,24,493,DDDDDA,αὐτὰρ ἐγὼ πανάποτμος ,ἐπεὶ τέκον υἷας ἀρίστους
15372,iliad,24,494,DSSDDA,τροίῃ ἐν εὐρείῃ ,τῶν δ οὔ τινά φημι λελεῖφθαι
15373,iliad,24,495,SDDDDA,πεντήκοντά μοι ἦσαν ,ὅτ ἤλυθον υἷες ἀχαιῶν
15374,iliad,24,496,DDDSDA,ἐννεακαίδεκα μέν ,μοι ἰῆς ἐκ νηδύος ἦσαν
15375,iliad,24,497,SDDDDA,τοὺς δ ἄλλους μοι ἔτικτον ,ἐνὶ μεγάροισι γυναῖκες
15376,iliad,24,498,SSDDDA,τῶν μὲν πολλῶν θοῦρος ,ἄρης ὑπὸ γούνατ ἔλυσεν
15377,iliad,24,499,DDSDDA,ὃς δέ μοι οἶος ἔην ,εἴρυτο δὲ ἄστυ καὶ αὐτούς
15378,iliad,24,500,SSDDDA,τὸν σὺ πρῴην κτεῖνας ,ἀμυνόμενον περὶ πάτρης
15379,iliad,24,501,DSDSDA,ἕκτορα τοῦ νῦν εἵνεχ ,ἱκάνω νῆας ἀχαιῶν
15380,iliad,24,502,DDDDDA,λυσόμενος παρὰ σεῖο ,φέρω δ ἀπερείσι ἄποινα
15381,iliad,24,503,SDDSDA,ἀλλ αἰδεῖο θεοὺς ,ἀχιλεῦ αὐτόν τ ἐλέησον
15382,iliad,24,504,DSDDDA,μνησάμενος σοῦ πατρός ,ἐγὼ δ ἐλεεινότερός περ
15383,iliad,24,505,SSDDDA,ἔτλην δ οἷ οὔ πώ ,τις ἐπιχθόνιος βροτὸς ἄλλος
15384,iliad,24,506,SDDDDA,ἀνδρὸς παιδοφόνοιο ,ποτὶ στόμα χεῖρ ὀρέγεσθαι
15385,iliad,24,507,DDDDDA,ὣς φάτο τῷ δ ἄρα πατρὸς ,ὑφ ἵμερον ὦρσε γόοιο
15386,iliad,24,508,DDDDDA,ἁψάμενος δ ἄρα χειρὸς ,ἀπώσατο ἦκα γέροντα
15387,iliad,24,509,SDDDDA,τὼ δὲ μνησαμένω ,ὃ μὲν ἕκτορος ἀνδροφόνοιο
15388,iliad,24,510,DDDDDA,κλαῖ ἁδινὰ προπάροιθε ,ποδῶν ἀχιλῆος ἐλυσθείς
15389,iliad,24,511,DSDDDA,αὐτὰρ ἀχιλλεὺς κλαῖεν ,ἑὸν πατέρ ἄλλοτε δ αὖτε
15390,iliad,24,512,SSDDDA,πάτροκλον τῶν δὲ ,στοναχὴ κατὰ δώματ ὀρώρει
15391,iliad,24,513,DDDDDA,αὐτὰρ ἐπεί ῥα γόοιο ,τετάρπετο δῖος ἀχιλλεύς
15392,iliad,24,514,DDSDDA,καί οἱ ἀπὸ πραπίδων ,ἦλθ ἵμερος ἠδ ἀπὸ γυίων
15393,iliad,24,515,DDDDDA,αὐτίκ ἀπὸ θρόνου ὦρτο ,γέροντα δὲ χειρὸς ἀνίστη
15394,iliad,24,516,SDDDDA,οἰκτίρων πολιόν ,τε κάρη πολιόν τε γένειον
15395,iliad,24,517,SSDDDA,καί μιν φωνήσας ,ἔπεα πτερόεντα προσηύδα
15396,iliad,24,518,SSDDDA,‘ἆ δείλ ἦ δὴ πολλὰ ,κάκ ἄνσχεο σὸν κατὰ θυμόν
15397,iliad,24,519,SDDSDA,πῶς ἔτλης ἐπὶ νῆας ,ἀχαιῶν ἐλθέμεν οἶος
15398,iliad,24,520,DSSDDA,ἀνδρὸς ἐς ὀφθαλμοὺς ,ὅς τοι πολέας τε καὶ ἐσθλοὺς
15399,iliad,24,521,DDDSDA,υἱέας ἐξενάριξα ,σιδήρειόν νύ τοι ἦτορ
15400,iliad,24,522,DDDDDA,ἀλλ ἄγε δὴ κατ ἄρ ἕζευ ,ἐπὶ θρόνου ἄλγεα δ ἔμπης
15401,iliad,24,523,SDDDDA,ἐν θυμῷ κατακεῖσθαι ,ἐάσομεν ἀχνύμενοί περ
15402,iliad,24,524,SSDDDA,οὐ γάρ τις πρῆξις ,πέλεται κρυεροῖο γόοιο
15403,iliad,24,525,DSDSDA,ὡς γὰρ ἐπεκλώσαντο ,θεοὶ δειλοῖσι βροτοῖσι
15404,iliad,24,526,SDSDDA,ζώειν ἀχνυμένοις ,αὐτοὶ δέ τ ἀκηδέες εἰσί
15405,iliad,24,527,SDDDDA,δοιοὶ γάρ τε πίθοι ,κατακείαται ἐν διὸς οὔδει
15406,iliad,24,528,SDDDDA,δώρων οἷα δίδωσι ,κακῶν ἕτερος δὲ ἑάων
15407,iliad,24,529,SSSSDA,ᾧ μέν κ ἀμμίξας ,δώῃ ζεὺς τερπικέραυνος
15408,iliad,24,530,DDDDDA,ἄλλοτε μέν τε κακῷ ,ὅ γε κύρεται ἄλλοτε δ ἐσθλῷ
15409,iliad,24,531,DSSSDA,ᾧ δέ κε τῶν λυγρῶν ,δώῃ λωβητὸν ἔθηκε
15410,iliad,24,532,DSDDDA,καί ἑ κακὴ βούβρωστις ,ἐπὶ χθόνα δῖαν ἐλαύνει
15411,iliad,24,533,SDDDDA,φοιτᾷ δ οὔτε θεοῖσι ,τετιμένος οὔτε βροτοῖσιν
15412,iliad,24,534,SSDDDA,ὣς μὲν καὶ πηλῆϊ ,θεοὶ δόσαν ἀγλαὰ δῶρα
15413,iliad,24,535,DSDSDA,ἐκ γενετῆς πάντας ,γὰρ ἐπ ἀνθρώπους ἐκέκαστο
15414,iliad,24,536,SSDDDA,ὄλβῳ τε πλούτῳ ,τε ἄνασσε δὲ μυρμιδόνεσσι
15415,iliad,24,537,SDDSDA,καί οἱ θνητῷ ἐόντι ,θεὰν ποίησαν ἄκοιτιν
15416,iliad,24,538,DSDDDA,ἀλλ ἐπὶ καὶ τῷ θῆκε ,θεὸς κακόν ὅττί οἱ οὔ τι
15417,iliad,24,539,SDDDSA,παίδων ἐν μεγάροισι ,γονὴ γένετο κρειόντων
15418,iliad,24,540,DDDDDA,ἀλλ ἕνα παῖδα τέκεν ,παναώριον οὐδέ νυ τόν γε
15419,iliad,24,541,SDDDDA,γηράσκοντα κομίζω ,ἐπεὶ μάλα τηλόθι πάτρης
15420,iliad,24,542,DSDSDA,ἧμαι ἐνὶ τροίῃ ,σέ τε κήδων ἠδὲ σὰ τέκνα
15421,iliad,24,543,DSDDDA,καὶ σὲ γέρον τὸ πρὶν ,μὲν ἀκούομεν ὄλβιον εἶναι
15422,iliad,24,544,SDDDDA,ὅσσον λέσβος ἄνω ,μάκαρος ἕδος ἐντὸς ἐέργει
15423,iliad,24,545,DDDSDA,καὶ φρυγίη καθύπερθε ,καὶ ἑλλήσποντος ἀπείρων
15424,iliad,24,546,DSDDDA,τῶν σε γέρον πλούτῳ ,τε καὶ υἱάσι φασὶ κεκάσθαι
15425,iliad,24,547,DSDDDA,αὐτὰρ ἐπεί τοι πῆμα ,τόδ ἤγαγον οὐρανίωνες
15426,iliad,24,548,SDDSDA,αἰεί τοι περὶ ἄστυ ,μάχαι τ ἀνδροκτασίαι τε
15427,iliad,24,549,DDDDDA,ἄνσχεο μὴ δ ἀλίαστον ,ὀδύρεο σὸν κατὰ θυμόν
15428,iliad,24,550,SSDDDA,οὐ γάρ τι πρήξεις ,ἀκαχήμενος υἷος ἑῆος
15429,iliad,24,551,DSSDDA,οὐδέ μιν ἀνστήσεις ,πρὶν καὶ κακὸν ἄλλο πάθῃσθα
15430,iliad,24,552,SDDDDA,τὸν δ ἠμείβετ ἔπειτα ,γέρων πρίαμος θεοειδής
15431,iliad,24,553,SDDDDA,‘μή πω μ ἐς θρόνον ἵζε ,διοτρεφὲς ὄφρά κεν ἕκτωρ
15432,iliad,24,554,DDDSDA,κεῖται ἐνὶ κλισίῃσιν ,ἀκηδής ἀλλὰ τάχιστα
15433,iliad,24,555,DSDDDA,λῦσον ἵν ὀφθαλμοῖσιν ,ἴδω σὺ δὲ δέξαι ἄποινα
15434,iliad,24,556,DDDDDA,πολλά τά τοι φέρομεν ,σὺ δὲ τῶνδ ἀπόναιο καὶ ἔλθοις
15435,iliad,24,557,SDDSDA,σὴν ἐς πατρίδα γαῖαν ,ἐπεί με πρῶτον ἔασας
15436,iliad,24,558,SSDDDA,αὐτόν τε ζώειν ,καὶ ὁρᾶν φάος ἠελίοιο
15437,iliad,24,559,DDDDDA,τὸν δ ἄρ ὑπόδρα ἰδὼν ,προσέφη πόδας ὠκὺς ἀχιλλεύς
15438,iliad,24,560,DDDDDA,‘μηκέτι νῦν μ ἐρέθιζε ,γέρον νοέω δὲ καὶ αὐτὸς
15439,iliad,24,561,DSDDDA,ἕκτορά τοι λῦσαι ,διόθεν δέ μοι ἄγγελος ἦλθε
15440,iliad,24,562,SDDDDA,μήτηρ ἥ μ ἔτεκεν ,θυγάτηρ ἁλίοιο γέροντος
15441,iliad,24,563,DSDDDA,καὶ δέ σε γιγνώσκω ,πρίαμε φρεσίν οὐδέ με λήθεις
15442,iliad,24,564,DSDDDA,ὅττι θεῶν τίς σ ἦγε ,θοὰς ἐπὶ νῆας ἀχαιῶν
15443,iliad,24,565,SSDDDA,οὐ γάρ κε τλαίη ,βροτὸς ἐλθέμεν οὐδὲ μάλ ἡβῶν
15444,iliad,24,566,DDDDDA,ἐς στρατόν οὐδὲ γὰρ ἂν ,φυλάκους λάθοι οὐδέ κ ὀχῆα
15445,iliad,24,567,DSDSDA,ῥεῖα μετοχλίσσειε ,θυράων ἡμετεράων
15446,iliad,24,568,SSDDDA,τὼ νῦν μή μοι μᾶλλον ,ἐν ἄλγεσι θυμὸν ὀρίνῃς
15447,iliad,24,569,DSDDDA,μή σε γέρον οὐδ αὐτὸν ,ἐνὶ κλισίῃσιν ἐάσω
15448,iliad,24,570,DDDDDA,καὶ ἱκέτην περ ἐόντα ,διὸς δ ἀλίτωμαι ἐφετμάς
15449,iliad,24,571,DSDDDA,ὣς ἔφατ ἔδεισεν ,δ ὃ γέρων καὶ ἐπείθετο μύθῳ
15450,iliad,24,572,DSDSDA,πηλεΐδης δ οἴκοιο ,λέων ὣς ἆλτο θύραζε
15451,iliad,24,573,SDDDDA,οὐκ οἶος ἅμα τῷ ,γε δύω θεράποντες ἕποντο
15452,iliad,24,574,SDSDDA,ἥρως αὐτομέδων ,ἠδ ἄλκιμος οὕς ῥα μάλιστα
15453,iliad,24,575,DDDSDA,τῖ ἀχιλεὺς ἑτάρων ,μετὰ πάτροκλόν γε θανόντα
15454,iliad,24,576,DDDSDA,οἳ τόθ ὑπὸ ζυγόφιν ,λύον ἵππους ἡμιόνους τε
15455,iliad,24,577,DSDDDA,ἐς δ ἄγαγον κήρυκα ,καλήτορα τοῖο γέροντος
15456,iliad,24,578,DSDSDA,κὰδ δ ἐπὶ δίφρου εἷσαν ,ἐϋξέστου δ ἀπ ἀπήνης
15457,iliad,24,579,DDDDDA,ᾕρεον ἑκτορέης ,κεφαλῆς ἀπερείσι ἄποινα
15458,iliad,24,580,DDDSDA,κὰδ δ ἔλιπον δύο φάρε ,ἐΰννητόν τε χιτῶνα
15459,iliad,24,581,DDSSDA,ὄφρα νέκυν πυκάσας ,δοίη οἶκον δὲ φέρεσθαι
15460,iliad,24,582,SDSDDA,δμῳὰς δ ἐκκαλέσας ,λοῦσαι κέλετ ἀμφί τ ἀλεῖψαι
15461,iliad,24,583,DDSDSA,νόσφιν ἀειράσας ὡς ,μὴ πρίαμος ἴδοι υἱόν
15462,iliad,24,584,DDDDDA,μὴ ὃ μὲν ἀχνυμένῃ ,κραδίῃ χόλον οὐκ ἐρύσαιτο
15463,iliad,24,585,DDDSDA,παῖδα ἰδών ἀχιλῆϊ ,δ ὀρινθείη φίλον ἦτορ
